PromptID,Hindi
PO413,"मैं बस अपने आप को फांसी पर लटका दूंगा । कम से कम एक और अच्छा दिन बिताने की कोशिश करने के बाद । मुझे बहुत सारी गड़बड़ है जिसके बारे में मुझे बात करने की आवश्यकता है, लेकिन वास्तव में कोई भी नहीं सुनता है । मैं जीवन के साथ समाप्त हो गया हूं । मैं स्कूल से थक गया हूं, मैं यह नाटक करते हुए थक गया हूं कि मुझे पास करने की परवाह है । स्कूल मूर्खतापूर्ण है । वे वास्तव में आपको ऐसी चीज़ सिखाते हैं जिसका आप कभी उपयोग नहीं करेंगे और मैं कभी भी आत्महत्या नहीं कर रहा हूं और मूल रूप से मुझे एक बार एक शिक्षक द्वारा धमकाया गया है । मैंने बहुत बुरी चीजें की हैं और मैं बस मरना चाहता हूं । गंभीरता से. मैं अपने माता - पिता द्वारा नजरअंदाज किए जाने से थक गया हूं, भले ही यह स्पष्ट हो कि मैं खुद को नुकसान पहुँचाता हूं या जब वे मेरे कमरे में एक फांसी पाते हैं । या जब मैंने कहा कि मैं उदास था. सच्चाई किसी को अलविदा कहने की परवाह नहीं है ।"
PO414,जब मैं एक बच्चा था तो मैं वास्तव में पतली और अपनी उम्र के लिए बहुत छोटी हुआ करती थी । इसके कारण मुझे बहुत धमकाया जाता था । मैं 20 साल की हो गई हूं और मुझे लगता है कि मैंने अपनी खुद की उपस्थिति के बारे में विकृत दृष्टिकोण रखा है । मैं भूल जाती हूं कि मैं आजकल एक वयस्क के आकार की हूं और मुझे लगता है कि मैं वास्तव में मुझसे अधिक पतली और कमजोर हूं । मैं अभी भी एक छोटे लड़के की तरह महसूस करती हूं । मैं हमेशा बड़े दिखने के तरीके खोजने की कोशिश कर रही हूं । मैं व्यायाम करती हूं - मैं बहुत खाती हूं - मैं ऐसे कपड़े पहनने से बचती हूं जिससे मैं पतली दिखती हूं । मुझे ऐसा लगता है कि मैं अभी भी काफी बड़ी नहीं हूं । कल मैंने अपने और मेरे चाचा का घर पर काम करते हुए एक वीडियो बनाया और इसे देखने के बाद मुझे अपने आकार से आश्चर्य हुआ । मुझे हमेशा लगता था कि मेरे चाचा मुझसे बहुत लंबे और बड़े हैं लेकिन मुझे लगता है कि मुझे खुद से कुछ मदद मिल गई है । मुझे लगता है कि मुझे खुद को कम करना चाहिए ।
PO415,तो मैं न्यूयॉर्क जा रहा हूँ ( विशेष रूप से मैनहट्टन कुछ महीनों में कॉलेज के लिए और मानसिक स्वास्थ्य बहुत अच्छा नहीं है । मुझे बचपन से ही अवसाद और चिंता थी और मेरा चिकित्सक कह रहा है कि मुझे बी. पी. डी. भी हो सकता है ( लेकिन हम अभी तक निश्चित नहीं हैं. यदि आप न्यूयॉर्क में रहते हैं या रहते हैं तो यह आपके मानसिक स्वास्थ्य को कैसे प्रभावित करता है यदि बिल्कुल भी
PO416,"मुझे वास्तव में उम्मीद है कि यह पोस्ट करने के लिए यह सही उप है । अगर नहीं तो मुझे वास्तव में खेद है और इसे चिह्नित करने या हटाने के लिए स्वतंत्र महसूस कर रहा हूं । अंग्रेजी मेरी मूल भाषा नहीं है और मैं इस उपरेडिट से बहुत परिचित नहीं हूं, इसलिए मुझे खेद है कि अगर मेरा स्वरूपण या कुछ भी बंद है । साथ ही बड़े बड़े टीडब्ल्यूः बचपन के दुर्व्यवहार का उल्लेख भी । यह बहुत लंबा हो गया है इसलिए अंत में एक टीएलडीआर है लेकिन मैं वास्तव में इसकी सराहना करूंगा यदि आप पूरी बात पढ़ सकते हैं क्योंकि यह समस्या को बहुत बेहतर तरीके से समझाता है । मेरे बारे में मैं 22 साल का हूं । अभी भी स्कूल में और एक रिश्ते में हूं । मैंने पहले से मौजूद स्थितियों का निदान किया है । लेकिन मुझे यकीन नहीं है कि वे इस समस्या के लिए जिम्मेदार हैं या नहीं जो मैं अनुभव कर रहा हूं । मुझे बचपन के दुरुपयोग और अवसाद के कारण पीटीएसडी का पता चला है ।

जब मैं लगभग 16 साल का था, तो मैंने अपनी समस्याओं के कारण स्कूल छोड़ दिया - मैं उस समय और भी थोड़ा सा तनाव संभाल नहीं पा रहा था । यहाँ तक कि मेरा कमरा छोड़ना भी इतना ही मुश्किल हो गया था कि मेरे परिवार को मेरे दरवाजे के सामने खाना छोड़ना पड़ता था - छुट्टी लें और तभी मैं इसे ले जा सकता था । मैं मूल रूप से लगभग तीन साल तक अपने कमरे से बाहर नहीं निकल सकता था । तब मुझे एक महिला से मदद मिली जो सप्ताह में एक बार आती थी - और वह मूल रूप से धीरे - धीरे संपर्क स्थापित करती थी और मुझे धीरे - धीरे अपने कमरे से बाहर निकलने के लिए प्रशिक्षित करती थी - धीरे - धीरे. आखिरकार उसकी मदद से मैं एक ऐसे स्कूल में दाखिला लेने में सक्षम हो गया जो मूल रूप से मुझे एक वास्तविक सामान्य स्कूल में वापस आने के लिए तैयार करने के लिए था । मुझे उस स्कूल द्वारा स्वीकार किया गया और अब मैं वहां अपना सर्वश्रेष्ठ कर रहा हूं ।

लेकिन यहीं से मेरी समस्या शुरू होती है. मैं एक मनोवैज्ञानिक नहीं हूँ. इसलिए मैं इसे निश्चितता के साथ नहीं कह सकता हूँ. लेकिन उन 3 वर्षों के पूर्ण अलगाव में मैं मूल रूप से अपनी सामाजिक जरूरतों को इन सभी काल्पनिक पात्रों के साथ संबंधों की कल्पना करके पूरा करूँगा जो मुझे पसंद थे. यह कल्पना करना कि वे मेरा समर्थन कर रहे हैं या सिर्फ मुझसे बात कर रहे हैं. मुझे लगता है कि शायद यह मेरे मस्तिष्क के लिए किसी प्रकार की आत्म सुरक्षा थी कि कम से कम यह नाटक करना कि मैं लोगों के साथ था. समय के साथ यह इतना वास्तविक हो गया. मैं रोऊंगा अगर उनके साथ कुछ हो जाए जैसे कि वे मेरे असली दोस्त हों. मेरे कुछ के साथ संबंध हों ।

लेकिन उन्हें अपने साथी के रूप में रखने की आवश्यकता होने का मतलब था कि मैं कुछ भी खोजने में शाब्दिक सप्ताह बिताऊंगा और मेरा मतलब उनके बारे में कुछ भी है । हर चीज से लेकर उनकी कहानी से लेकर प्रशंसकों तक चीजों को सब कुछ बनाया । बस इसलिए कि मैं जितना संभव हो सके उनके साथ एक रिश्ते का इंसान हो सकता था । कोई भी जानकारी उपलब्ध नहीं थी तो मैं खुद को भर देता । मैं शायद उन सभी को किसी भी वास्तविक व्यक्ति की तुलना में बेहतर जानता था । यह एक बिंदु तक पहुँच गया कि मैं उनके साथ वास्तविक लड़ाई कर सकता था - नैतिक या राजनीतिक असहमति । यह हास्यास्पद था । मैंने एक छोटे बच्चे के समान कुछ किया था । जब मुझे नजरअंदाज किया गया था या मुझे चोट लगी थी - मैं इन पात्रों की कल्पना करता था कि वे मुझे मदद या सांत्वना देते हैं । मेरी भी एक बहुत ही जीवंत कल्पना है ताकि अगर मैं ध्यान केंद्रित करूं तो मैं उन्हें सचमुच मेरे साथ कमरे में देख सकता हूं ।

जब भी मैं मानसिक रूप से स्वस्थ होता हूं तो वे मूल रूप से पृष्ठभूमि में फीकी पड़ जाती हैं. मैं लोगों और जीवन पर अपेक्षाकृत सामान्य रूप से ध्यान केंद्रित कर सकता हूं और बातचीत कर सकता हूं. लेकिन जब भी मैं अकेला या अत्यधिक तनाव महसूस करना शुरू करता हूं तो मैं इस तरह के बुलबुले में फंस जाता हूं - सब कुछ वास्तविक और सपने जैसा महसूस होता है सिवाय इसके कि मुझे पता है कि वे वही हैं जो वास्तविक नहीं हैं । मेरे लिए वास्तविक जीवन के लोगों के साथ बातचीत करना या इस स्थिति में अपना घर छोड़ना बेहद मुश्किल है । मुझे मूल रूप से बस वहाँ रुकना पड़ता है - खुद को अलग करना पड़ता है और तब तक इंतजार करना पड़ता है जब तक कि वे अपने आप चले नहीं जाते । यह स्थिति आमतौर पर लगभग 2 दिनों से एक सप्ताह तक रहती है और जब तक यह हो रहा होता है तब तक मैं पूरी तरह से असहाय महसूस करता हूं । मुझे पता है कि यह बचपन से या जब से मैं अलग - थलग था तब से किसी प्रकार का दुर्भावनापूर्ण मुकाबला तंत्र होना चाहिए, लेकिन अब मेरे पास एक दोस्त और एक साथी भी है जो अब मेरे तरीके से स्वस्थ है ।

हालांकि एक बात पर मैं वास्तव में जोर देना चाहता हूं कि किसी भी समय मुझे नहीं लगता कि वे वास्तविक लोग थे या वास्तव में मेरे साथ थे । जैसे कि मुझे विश्वास नहीं है कि एडवेंचर टाइम के फिन को मेरे कमरे में जादुई रूप से साकार किया गया था या कुछ एक्सडी मुझे पता है कि सबसे अच्छी बात पेशेवर मदद प्राप्त करना होगा । लेकिन मैं किसी को खोजने में संघर्ष कर रहा हूं । मेरा परिवार मेरा समर्थन करता है और मुझे चिकित्सक खोजने में मदद करने की कोशिश करता है लेकिन शाब्दिक रूप से जहां भी हम कॉल करते हैं वे नए रोगियों को नहीं ले सकते हैं या केवल विशिष्ट प्रकार के ग्राहकों के साथ काम नहीं कर सकते हैं । किसी भी विचार या सुझाव की बहुत सराहना की जाएगी और पढ़ने के लिए धन्यवादः

टी. एल. डी. आर. मैं बाल शोषण से बच गया हूँ और तब से मैं काल्पनिक पात्रों के साथ बातचीत करने की कल्पना करता हूँ ताकि मुझे सामना करने में मदद मिल सके जब मैं 16 साल का था तो मैं मूल रूप से सभी से 3 साल तक अलग - थलग था जिसने इस तरह से बदतर बना दिया । अब मेरा वास्तविक दोस्तों और एक रिश्ते के साथ एक उचित जीवन है लेकिन जब भी मैं अकेला हो जाता हूँ या तनावग्रस्त हो जाता हूँ तो ये पात्र मेरे जीवन में वापस आ जाते हैं और जब तक वे फिर से अलग नहीं हो जाते तब तक मैं खुद को फिर से अलग नहीं करना चाहता ।"
PO417,"कुछ पृष्ठभूमि जानकारीः जब से मैं लगभग 11 साल का था तब से मैं अवसाद की चिंता और आत्म - क्षति से जूझ रहा हूं, लेकिन चूंकि मेरे माता - पिता वास्तव में मानसिक स्वास्थ्य सेवा में विश्वास नहीं करते हैं, इसलिए मैंने 17 साल की उम्र तक कभी भी एक चिकित्सक को नहीं देखा और अपने बलात्कार के बारे में उनके पास आया ( जो तब हुआ जब मैं 16 साल का था । मेरे चिकित्सक ने तब से मुझे अवसाद की चिंता और पीटीएसडी का पता लगाया है । मैंने कई वर्षों से दवा लेने के बारे में सोचा है । लेकिन मुझे पता है कि दुष्प्रभाव कभी - कभी स्थिति को बदतर बना सकते हैं और जीवन शैली में परिवर्तन अक्सर उतने ही प्रभावी हो सकते हैं । और निश्चित रूप से मेरे घर के पर्यावरण की दवा के कारण मेरे लिए एक विकल्प नहीं था ।

लेकिन मैं हाल ही में 18 साल का हो गया हूं और सोच रहा हूं कि क्या कोई तरीका है जिससे मैं अपने माता - पिता को बताए बिना दवा लेने की संभावना के बारे में डॉक्टर या मनोचिकित्सक से परामर्श कर सकता हूं । मैं अभी भी उनकी स्वास्थ्य सेवा पर हूं लेकिन मैं कॉलेज में हूं और सेमेस्टर के दौरान घर पर नहीं रह रहा हूं । मैं एक स्वस्थ जीवन शैली बनाए रखने और स्वाभाविक रूप से अपने मानसिक स्वास्थ्य को प्रबंधित करने के लिए जितना हो सके उतना प्रयास कर रहा हूं । लेकिन यह ईमानदारी से कभी - कभी असंभव लगता है और मैं लगातार निष्क्रिय रूप से आत्महत्या करने से बीमार हूं । मुझे पता है कि दवा एक त्वरित समाधान नहीं है । मैं सिर्फ एक पेशेवर से बात करना चाहता हूं और देखना चाहता हूं कि क्या यह संभवतः मेरे जीवन की गुणवत्ता में मदद कर सकता है । मैं उन्हें जाने बिना यह कैसे कर सकता हूं ।"
PO418,"मैं 25 साल का हूँ और मैंने कुछ बार चिकित्सा की कोशिश की है और मैंने कभी भी पिछले सत्र 3 या उससे अधिक नहीं प्राप्त किया है । मान लीजिए कि मेरे विकल्प अब तक पतले रहे हैं - एक बार मेरे विश्वविद्यालय के मानसिक स्वास्थ्य सेवा कार्यालय में था और दूसरा एक मुफ्त मेडिकेड स्थान पर था जिसमें मास्टर या डॉक्टरियल उम्मीदवार काम करते थे । मुझे किसी के साथ बैठने और उन्हें यह बताने में कठिनाई हुई है कि मैं क्या चाहता हूं - तुरंत अपने निजी हिस्सों को साझा करना या पहले क्या बात करना है । जैसे कुछ त्वरित पृष्ठभूमि - मैं कुछ गंभीर वयस्क एडीएचडी लक्षणों और हल्के अवसाद से निपटता हूं और कुछ माता - पिता के मुद्दों के माध्यम से काम करने में भी रुचि रखता हूं - कुछ गहरे अपराध / दुःख जो मुझे बचपन की कुछ घटनाओं से है और आम तौर पर चीजों को बेहतर तरीके से संसाधित करना है ।

इन शुरुआती सत्रों में मेरे पास एक ऐसा व्यक्ति था जिसे मैं किसी ऐसी चीज़ पर ध्यान केंद्रित कर रहा था जिसे मैं एक बड़ी समस्या नहीं मानता और मुझे नहीं पता कि कैसे पुनर्निर्देशित किया जाए या बस मुझसे पहले सत्र में खाली बिंदु पर पूछें कि मैं किस बारे में बात करने के लिए हूं और मुझे मुस्कुराते हुए घूरता हूं, जबकि मैं उन सभी कारणों को संक्षेप में बताने की कोशिश करता हूं जिनसे मैं नाखुश हूं और कुछ बी. एस. प्रतिक्रिया को हकलाता हूं । यह कभी - कभी प्रदर्शन की चिंता की तरह लगता है । मुझे पता है कि इसमें से बहुत सारे सत्र केवल कई सत्रों के साथ आते हैं और मैं अपने जीवन को हल करने के साथ सत्र 1 या 2 को छोड़ने नहीं जा रहा हूं । मुझे कभी भी पता नहीं चलता कि मैं कहाँ से शुरू करूं और मेरे पिता के कचरे के टुकड़े की कहानी की तरह असुरक्षित होने और फिर से पढ़ने और प्रमाणित करने का डर मुझे इस अनुभव से और अधिक मदद करेगा ।"
PO419,"मुझे जीवन भर अपने आप पर गर्व नहीं रहा है । मुझे अपने लिए कोई प्यार नहीं है । मेरा बचपन पूरी तरह से ठीक था । लेकिन लगभग 10 से 13 तक मेरी माँ एक शराबी बन गई और मेरे परिवार का जीवन बर्बाद कर दिया । वह पागल थी और उसके साथ बहुत सारी बुरी एक्सपायरेंस ने मुझे भावनात्मक रूप से घायल कर दिया है । उसे कई मानसिक बीमारियाँ भी थीं और मैं उसे दुर्व्यवहार के लिए माफ नहीं कर पाई और उसने मुझसे जो कहा था । ऐसा लगता है कि मैं खुद से झूठ बोल रही हूं । उसने मेरे पिता को धोखा दिया जिससे मुझे वास्तव में चोट लगी और मुझे गुस्सा आया । मैं खुश नहीं हुई । मुझे एहसास हुआ कि मेरे जीवन में कोई दोस्त नहीं है और जो मेरे दोस्त हैं वे वास्तव में दोस्त नहीं हैं क्योंकि वे मुझसे संपर्क करने और मुझसे बात करने का प्रयास शायद ही कभी करते हैं । मैं हमेशा लोगों को मारने वाला व्यक्ति हूं । यह महसूस करने के बाद कि यह मुझे और भी अधिक चोट पहुँचाता है । मैं केवल अपने पिता का आभारी हूं और मैं वास्तव में मेरे पिता का आभारी हूं ।

इस साल से मैंने खुद से नफरत की है और मुझे अपने लिए कोई प्यार या आत्मविश्वास नहीं है जो मैं समझ नहीं पा रहा हूं लेकिन मुझे लगता है कि मुझे पता है कि क्यों । आज मुझे पता चला कि मुझे शायद अवसाद है ( मेरे पास इसके लगभग हर लक्षण हैं - खुद को अलग करने की कोशिश नहीं कर रहा हूं, लेकिन यह मेरे लिए बहुत स्पष्ट है. बीमार इतनी आसानी से टूट जाता है और बस रोने लगता है क्योंकि मैं बहुत दुखी हूं, मैं वास्तव में अपनी भावनाओं को नहीं समझता हूं । मैंने एक मानसिक स्वास्थ्य स्थान पर जाने की भी कोशिश की लेकिन वह भी बर्बाद कर दिया । मैं पहले से ही उदास था और मैं वास्तव में कभी भी मदद की बात नहीं सुनता था और इसे नजरअंदाज नहीं करता था । मैं इतना अज्ञानी था । शुक्र है कि मुझे मेरे अवसाद के लिए कुछ बेहतर दवाएं लिखने के लिए एक डॉक्टर मिल रहा है जो उम्मीद है कि ये विचारों और सामान्य रूप से मेरे मनोदशा को जीवन में लाने में मदद करेंगे ।

मैं वास्तव में यह भी नहीं बता सकता कि मुझे कैसा लगता है कि मेरे पेट में 24/7 इतना गहरा भारी एहसास हो रहा है और मेरी चिंता पहले से कहीं अधिक खराब है ( सामाजिक चिंता भी ) इससे मुझे कोई मदद नहीं मिलती क्योंकि मुझे डर था कि मैं अपनी माँ की तरह हूं और मुझे बहुत सारी मानसिक बीमारियाँ हैं और वह बीमार जीवन में कभी भी ऐसा नहीं कर पाता है । मैं स्कूल भी नहीं जा सकता या मेरे बिना कहीं भी यह सोचे बिना कि लोग मेरा मजाक बना रहे हैं या मेरे बारे में बात कर रहे हैं । मैं नशीली दवाओं के उपयोग से भी संघर्ष कर रहा हूं लेकिन मैं इसे जारी नहीं रखना चाहता । मैं इस पोस्ट में जो कुछ भी महसूस कर रहा हूं उसे समझा भी नहीं पा रहा हूं क्योंकि मैं परेशान नहीं होना चाहता । कुल मिलाकर मैं चाहता हूं कि यह दर्द समाप्त हो जाए और मैं पहले की तरह खुश रहूं । मैं बस इतना कह सकता हूं कि मैं कोशिश कर रहा हूं और उम्मीद है कि अन्य लोग समझ सकते हैं कि मैं कैसा महसूस कर रहा हूं ।"
PO420,"मुझे पता है कि यह सिर्फ एक गुजरती हुई भावना है और मैं बेहतर महसूस करूंगी । लेकिन मैं अभी वास्तव में संघर्ष कर रही हूं । रो रहा हूं क्योंकि मुझे पता है कि यह एक पैनिक अटैक होने तक इसे बोतलबंद करने से बेहतर है । मैं अपने बचपन के अधिकांश समय के लिए पैनिक डिसऑर्डर और पीटीएसडी से संघर्ष कर रही थी, लेकिन अब अपने 20 के दशक के मध्य में एक अद्भुत चिकित्सक की मदद से मैंने अपने मानसिक स्वास्थ्य में अपेक्षाकृत निरंतर स्थिरता प्राप्त करना सीखा है । मैं अभी डर गई हूं क्योंकि यह भावना मुझे बहुत परिचित है लेकिन मैंने इसे इतने लंबे समय तक पैनिक अटैक के करीब महसूस नहीं किया और यह डर महसूस करना इतना बुरा लगता है । यह साल इतना कठिन रहा है, इतना डरावना और इतने सारे लोगों के लिए इतना दर्दनाक है, मुझे स्पष्ट रूप से विवरण में जाने की आवश्यकता नहीं है क्योंकि इसने हम सभी को प्रभावित किया है । मैं चाहता हूं कि मैं फिर से अपने दोस्तों को इस तरह से गले लगाऊं । मैं चाहता हूं कि मैं खुद को और अधिक सुरक्षित महसूस करूं ।

मुझे पता है कि नया साल आ रहा है और ये सभी लक्ष्य / एन. वाई. संकल्प हो सकते हैं ( गले लगाने वाले दोस्तों के अलावा जब तक कि यह सुरक्षित न हो जाए ) । मैं इसे यहाँ पोस्ट करना चाहता था अगर कोई संबंधित है और क्योंकि मुझे वास्तव में इसके बारे में बात करने की आवश्यकता है । उन सभी को बहुत - बहुत धन्यवाद जिन्होंने यह सब पढ़ा ( और मुझे खेद है कि यह इतना लंबा था )"
PO421,"इसलिए मुझे खुले / गहरे पानी का डर है - विशेष रूप से समुद्र या समुद्र । यह शायद इस तथ्य से आता है कि मैं एक आत्मविश्वास वाला तैराक नहीं हूं जो बदले में पानी / डूबने के मेरे डर से आता है क्योंकि मुझे एक चिकित्सा समस्या के कारण बहुत कम संभावना थी ।

हम चल रहे थे और घाट से नीचे जाने के लिए मुड़ गए । मैं ठीक हो रहा था जब अचानक मुझे कुछ पकड़ने की सख्त आवश्यकता महसूस हुई । इसलिए मैंने अपनी माँ को पकड़ लिया ( ध्यान रखें ) कि मैं पानी में गिरने से पूरी तरह से सुरक्षित हूं । मैं किनारे के पास कहीं नहीं था और पानी से पहले मेरे दोनों तरफ 3 मीटर की दूरी थी । मुझे बस डर था कि मैं यात्रा कर लूंगा या कुछ और । फिर जब थोड़ा मोड़ आया और कम नावें थीं तो मैं शारीरिक रूप से हिल नहीं सकता था । जैसे कि आगे बढ़ना लगभग दर्दनाक हो गया । मैं पीछे खड़ा था जबकि मेरे माता - पिता एक नाव पर एक संकेत पढ़ने के लिए कुछ मीटर आगे चले । फिर वापस चलना भी कोई मजेदार नहीं था । मुझे खुद को आगे बढ़ने के लिए मजबूर करना पड़ा और मैंने अपनी माँ को पूरा समय पकड़ रखा था । यह बिल्कुल भी मजेदार नहीं था । लेकिन कम से कम मुझे समुद्र के कुछ हिस्सों में कटनी पड़ी ।"
PO422,आप क्या करते हैं जब आपको चिंता के हमले आते हैं - पैनिक अटैक या कोई भी बुनियादी काम करने में सक्षम नहीं लगता है - मैं इतना अच्छा नहीं कर रहा हूं और गहरे विचारों को दूर रखना मुश्किल है - मुझे पता है कि मुझे चिकित्सा की आवश्यकता है - मैं उस खूनी मुलाकात को करने के लिए बहुत चिंतित हूं या इसे दिखाने के लिए क्योंकि मैं चिंतित हूं । मुझे बचपन का आघात है ( जो करता है और छुट्टियों ने मुझ पर एक नंबर किया है । किसी भी सलाह की कहानी या जो कुछ भी सराहा जाएगा इसलिए मैं इतना अकेला या इतनी विफलता महसूस नहीं करता । मैं रेडिट के लिए नया हूं और मुझे इस धागे पर आने के लिए कहा गया था ।
PO423,"मैं ( 35 मिलियन ) अपने अवसाद की तह में हूँ. मुझे अपने एस. ओ. के प्रति अपना स्नेह व्यक्त करने के लिए गंभीर समस्याएं हो रही हैं और यह हमारे रिश्ते पर असर डाल रहा है । हम 5 साल से अधिक समय से एक साथ हैं लेकिन मेरे अवसाद और मानसिक स्वास्थ्य के मुद्दे बहुत लंबे समय से हैं । मेरा बचपन बहुत अपमानजनक और भावनात्मक रूप से अनुपलब्ध था । मेरे पूरे जीवन में ऐसी कई घटनाएं हुई हैं जो मेरे परित्याग की भावनाओं में योगदान देती हैं और मेरे भीतर क्रोध पैदा करती हैं । मैं इन भावनाओं को स्वस्थ तरीकों से संसाधित नहीं कर सकता और खुद को अक्सर अपने अन्य प्रियजनों पर चिल्लाता हुआ पाता हूं । मैं अपने जीवन में संबंधों को नष्ट करने से थक गया हूं । मुझे संदेह है कि मैं इन संबंधों को इस डर से तोड़ रहा हूं कि वे अंततः मुझसे प्यार नहीं कर सकते क्योंकि मैं टूट गया हूं और इसके योग्य नहीं हूं । मैं 10 - 2818 साल से विवाहित था और तलाक के लिए बदतमीज़ था ।

मैंने अपनी शादी के दौरान कई जहरीली चीजें कीं ( जैसा कि मेरी पूर्व पत्नी ने किया था और इसके परिणामस्वरूप मैं पिछले 5 वर्षों से अपने बड़े बच्चों के जीवन से काफी अलग हो गई हूं । मुझे मदद की ज़रूरत है रेडिट की मैं अपने आघात को ठीक करना चाहती हूं और अपने आस - पास के लोगों को प्रभावित करने के तरीके को बदलना चाहती हूं । एक किताब है जिसे भावनात्मक रूप से वयस्क बच्चे कहा जाता है जो मुझे इस समय याद नहीं है ।... कि मैं पढ़ना शुरू करने के लिए पुस्तकालय से बाहर जाने जा रही हूं । मुझे लगता है कि यह कम से कम कहीं और शुरू करने के लिए है. लेकिन मुझे इस बारे में सलाह की आवश्यकता है कि मैं और क्या पढ़ने की कोशिश कर सकती हूं. या उससे बेहतर तरीकों से अपना प्यार दिखाने के तरीके जो यौन या यौन नहीं हैं. मैं उससे प्यार करती हूं लेकिन खुद को उन्हें उन तरीकों से दिखाने में असमर्थ पाती हूं जो उन्हें प्यार महसूस कराते हैं । कई मुद्दों का सामना करना पड़ता है जो मुख्य रूप से मेरे बच्चों को प्रभावित करते हैं ।

जब मैं चिकित्सा शुरू करने या पेशेवर सहायता प्राप्त करने के बारे में सोचता हूं तो मेरा डर और चिंता मुझे शुरू करने से पहले ही हारने पर मजबूर कर देती है । यह पोस्ट मेरे आत्म - पराजय वृत्त को तोड़ने का मेरा पहला प्रयास है । कृपया मदद करें । क्षमा करें कि यह एक पोस्ट के रूप में बहुत अजीब है ।"
